<Rules>,,,,,,,,,,,,
Colors,11,D,E,F,G,H,I,J,K,L,M,N
Clarities,10,VVS1,VVS2,VS1,VS2,SI1,SI2,SI3,I1,I2,I3,
EX,I2,N,3.7856,3.8355,0,Diameter,,,,,,
EX,I3,N,3.7856,3.8355,0,Diameter,,,,,,
EX,VVS1,D,3.8356,3.8855,12,Diameter,,,,,,
EX,VVS2,D,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,D,3.8356,3.8855,8.9,Diameter,,,,,,
EX,VS2,D,3.8356,3.8855,8.05,Diameter,,,,,,
EX,SI1,D,3.8356,3.8855,7.25,Diameter,,,,,,
EX,SI2,D,3.8356,3.8855,6.2,Diameter,,,,,,
EX,SI3,D,3.8356,3.8855,5.35,Diameter,,,,,,
EX,I1,D,3.8356,3.8855,4.7,Diameter,,,,,,
EX,I2,D,3.8356,3.8855,3.4,Diameter,,,,,,
EX,I3,D,3.8356,3.8855,2.7,Diameter,,,,,,
EX,VVS1,E,3.8356,3.8855,12,Diameter,,,,,,
EX,VVS2,E,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,E,3.8356,3.8855,8.9,Diameter,,,,,,
EX,VS2,E,3.8356,3.8855,8.05,Diameter,,,,,,
EX,SI1,E,3.8356,3.8855,7.25,Diameter,,,,,,
EX,SI2,E,3.8356,3.8855,6.2,Diameter,,,,,,
EX,SI3,E,3.8356,3.8855,5.35,Diameter,,,,,,
EX,I1,E,3.8356,3.8855,4.7,Diameter,,,,,,
EX,I2,E,3.8356,3.8855,3.4,Diameter,,,,,,
EX,I3,E,3.8356,3.8855,2.7,Diameter,,,,,,
EX,VVS1,F,3.8356,3.8855,11.2,Diameter,,,,,,
EX,VVS2,F,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,F,3.8356,3.8855,8.6,Diameter,,,,,,
EX,VS2,F,3.8356,3.8855,8.05,Diameter,,,,,,
EX,SI1,F,3.8356,3.8855,7.3,Diameter,,,,,,
EX,SI2,F,3.8356,3.8855,6.2,Diameter,,,,,,
EX,SI3,F,3.8356,3.8855,5.3,Diameter,,,,,,
EX,I1,F,3.8356,3.8855,4.7,Diameter,,,,,,
EX,I2,F,3.8356,3.8855,3.4,Diameter,,,,,,
EX,I3,F,3.8356,3.8855,2.7,Diameter,,,,,,
EX,VVS1,G,3.8356,3.8855,11.2,Diameter,,,,,,
EX,VVS2,G,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,G,3.8356,3.8855,8.6,Diameter,,,,,,
EX,VS2,G,3.8356,3.8855,8.05,Diameter,,,,,,
EX,SI1,G,3.8356,3.8855,7.3,Diameter,,,,,,
EX,SI2,G,3.8356,3.8855,6.2,Diameter,,,,,,
EX,SI3,G,3.8356,3.8855,5.3,Diameter,,,,,,
EX,I1,G,3.8356,3.8855,4.7,Diameter,,,,,,
EX,I2,G,3.8356,3.8855,3.4,Diameter,,,,,,
EX,I3,G,3.8356,3.8855,2.7,Diameter,,,,,,
EX,VVS1,H,3.8356,3.8855,8.1,Diameter,,,,,,
EX,VVS2,H,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,H,3.8356,3.8855,6.5,Diameter,,,,,,
EX,VS2,H,3.8356,3.8855,6.4,Diameter,,,,,,
EX,SI1,H,3.8356,3.8855,6.3,Diameter,,,,,,
EX,SI2,H,3.8356,3.8855,5.65,Diameter,,,,,,
EX,SI3,H,3.8356,3.8855,4.8,Diameter,,,,,,
EX,I1,H,3.8356,3.8855,4,Diameter,,,,,,
EX,I2,H,3.8356,3.8855,3.05,Diameter,,,,,,
EX,I3,H,3.8356,3.8855,2.45,Diameter,,,,,,
EX,VVS1,I,3.8356,3.8855,8.1,Diameter,,,,,,
EX,VVS2,I,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,I,3.8356,3.8855,6.5,Diameter,,,,,,
EX,VS2,I,3.8356,3.8855,6.4,Diameter,,,,,,
EX,SI1,I,3.8356,3.8855,6.3,Diameter,,,,,,
EX,SI2,I,3.8356,3.8855,5.65,Diameter,,,,,,
EX,SI3,I,3.8356,3.8855,4.8,Diameter,,,,,,
EX,I1,I,3.8356,3.8855,4,Diameter,,,,,,
EX,I2,I,3.8356,3.8855,3.05,Diameter,,,,,,
EX,I3,I,3.8356,3.8855,2.45,Diameter,,,,,,
EX,VVS1,J,3.8356,3.8855,6.55,Diameter,,,,,,
EX,VVS2,J,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,J,3.8356,3.8855,6.55,Diameter,,,,,,
EX,VS2,J,3.8356,3.8855,6.55,Diameter,,,,,,
EX,SI1,J,3.8356,3.8855,5.8,Diameter,,,,,,
EX,SI2,J,3.8356,3.8855,5.1,Diameter,,,,,,
EX,SI3,J,3.8356,3.8855,4.3,Diameter,,,,,,
EX,I1,J,3.8356,3.8855,3.6,Diameter,,,,,,
EX,I2,J,3.8356,3.8855,2.75,Diameter,,,,,,
EX,I3,J,3.8356,3.8855,2.2,Diameter,,,,,,
EX,VVS1,K,3.8356,3.8855,6.55,Diameter,,,,,,
EX,VVS2,K,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,K,3.8356,3.8855,6.55,Diameter,,,,,,
EX,VS2,K,3.8356,3.8855,6.55,Diameter,,,,,,
EX,SI1,K,3.8356,3.8855,5.8,Diameter,,,,,,
EX,SI2,K,3.8356,3.8855,5.1,Diameter,,,,,,
EX,SI3,K,3.8356,3.8855,4.3,Diameter,,,,,,
EX,I1,K,3.8356,3.8855,3.6,Diameter,,,,,,
EX,I2,K,3.8356,3.8855,2.75,Diameter,,,,,,
EX,I3,K,3.8356,3.8855,2.2,Diameter,,,,,,
EX,VVS1,L,3.8356,3.8855,4.55,Diameter,,,,,,
EX,VVS2,L,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,L,3.8356,3.8855,4.55,Diameter,,,,,,
EX,VS2,L,3.8356,3.8855,4.55,Diameter,,,,,,
EX,SI1,L,3.8356,3.8855,4.05,Diameter,,,,,,
EX,SI2,L,3.8356,3.8855,3.7,Diameter,,,,,,
EX,SI3,L,3.8356,3.8855,3,Diameter,,,,,,
EX,I1,L,3.8356,3.8855,2.7,Diameter,,,,,,
EX,I2,L,3.8356,3.8855,1.9,Diameter,,,,,,
EX,I3,L,3.8356,3.8855,1.4,Diameter,,,,,,
EX,VVS1,M,3.8356,3.8855,4.55,Diameter,,,,,,
EX,VVS2,M,3.8356,3.8855,0.01,Diameter,,,,,,
EX,VS1,M,3.8356,3.8855,4.55,Diameter,,,,,,
EX,VS2,M,3.8356,3.8855,4.55,Diameter,,,,,,
EX,SI1,M,3.8356,3.8855,4.05,Diameter,,,,,,
EX,SI2,M,3.8356,3.8855,3.7,Diameter,,,,,,
EX,SI3,M,3.8356,3.8855,3,Diameter,,,,,,
EX,I1,M,3.8356,3.8855,2.7,Diameter,,,,,,
EX,I2,M,3.8356,3.8855,1.9,Diameter,,,,,,
EX,I3,M,3.8356,3.8855,1.4,Diameter,,,,,,
EX,VVS1,N,3.8356,3.8855,0,Diameter,,,,,,
EX,VVS2,N,3.8356,3.8855,0,Diameter,,,,,,
EX,VS1,N,3.8356,3.8855,0,Diameter,,,,,,
EX,VS2,N,3.8356,3.8855,0,Diameter,,,,,,
EX,SI1,N,3.8356,3.8855,0,Diameter,,,,,,
EX,SI2,N,3.8356,3.8855,0,Diameter,,,,,,
EX,SI3,N,3.8356,3.8855,0,Diameter,,,,,,
EX,I1,N,3.8356,3.8855,0,Diameter,,,,,,
EX,I2,N,3.8356,3.8855,0,Diameter,,,,,,
EX,I3,N,3.8356,3.8855,0,Diameter,,,,,,
EX,VVS1,D,3.8856,3.9355,11.75,Diameter,,,,,,
EX,VVS2,D,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,D,3.8856,3.9355,8.9,Diameter,,,,,,
EX,VS2,D,3.8856,3.9355,8.05,Diameter,,,,,,
EX,SI1,D,3.8856,3.9355,7.25,Diameter,,,,,,
EX,SI2,D,3.8856,3.9355,6.2,Diameter,,,,,,
EX,SI3,D,3.8856,3.9355,5.35,Diameter,,,,,,
EX,I1,D,3.8856,3.9355,4.7,Diameter,,,,,,
EX,I2,D,3.8856,3.9355,3.4,Diameter,,,,,,
EX,I3,D,3.8856,3.9355,2.7,Diameter,,,,,,
EX,VVS1,E,3.8856,3.9355,11.75,Diameter,,,,,,
EX,VVS2,E,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,E,3.8856,3.9355,8.9,Diameter,,,,,,
EX,VS2,E,3.8856,3.9355,8.05,Diameter,,,,,,
EX,SI1,E,3.8856,3.9355,7.25,Diameter,,,,,,
EX,SI2,E,3.8856,3.9355,6.2,Diameter,,,,,,
EX,SI3,E,3.8856,3.9355,5.35,Diameter,,,,,,
EX,I1,E,3.8856,3.9355,4.7,Diameter,,,,,,
EX,I2,E,3.8856,3.9355,3.4,Diameter,,,,,,
EX,I3,E,3.8856,3.9355,2.7,Diameter,,,,,,
EX,VVS1,F,3.8856,3.9355,10.8,Diameter,,,,,,
EX,VVS2,F,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,F,3.8856,3.9355,8.6,Diameter,,,,,,
EX,VS2,F,3.8856,3.9355,8.05,Diameter,,,,,,
EX,SI1,F,3.8856,3.9355,7.3,Diameter,,,,,,
EX,SI2,F,3.8856,3.9355,6.2,Diameter,,,,,,
EX,SI3,F,3.8856,3.9355,5.3,Diameter,,,,,,
EX,I1,F,3.8856,3.9355,4.7,Diameter,,,,,,
EX,I2,F,3.8856,3.9355,3.4,Diameter,,,,,,
EX,I3,F,3.8856,3.9355,2.7,Diameter,,,,,,
EX,VVS1,G,3.8856,3.9355,10.8,Diameter,,,,,,
EX,VVS2,G,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,G,3.8856,3.9355,8.6,Diameter,,,,,,
EX,VS2,G,3.8856,3.9355,8.05,Diameter,,,,,,
EX,SI1,G,3.8856,3.9355,7.3,Diameter,,,,,,
EX,SI2,G,3.8856,3.9355,6.2,Diameter,,,,,,
EX,SI3,G,3.8856,3.9355,5.3,Diameter,,,,,,
EX,I1,G,3.8856,3.9355,4.7,Diameter,,,,,,
EX,I2,G,3.8856,3.9355,3.4,Diameter,,,,,,
EX,I3,G,3.8856,3.9355,2.7,Diameter,,,,,,
EX,VVS1,H,3.8856,3.9355,8.1,Diameter,,,,,,
EX,VVS2,H,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,H,3.8856,3.9355,6.5,Diameter,,,,,,
EX,VS2,H,3.8856,3.9355,6.4,Diameter,,,,,,
EX,SI1,H,3.8856,3.9355,6.3,Diameter,,,,,,
EX,SI2,H,3.8856,3.9355,5.65,Diameter,,,,,,
EX,SI3,H,3.8856,3.9355,4.8,Diameter,,,,,,
EX,I1,H,3.8856,3.9355,4,Diameter,,,,,,
EX,I2,H,3.8856,3.9355,3.05,Diameter,,,,,,
EX,I3,H,3.8856,3.9355,2.45,Diameter,,,,,,
EX,VVS1,I,3.8856,3.9355,8.1,Diameter,,,,,,
EX,VVS2,I,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,I,3.8856,3.9355,6.5,Diameter,,,,,,
EX,VS2,I,3.8856,3.9355,6.4,Diameter,,,,,,
EX,SI1,I,3.8856,3.9355,6.3,Diameter,,,,,,
EX,SI2,I,3.8856,3.9355,5.65,Diameter,,,,,,
EX,SI3,I,3.8856,3.9355,4.8,Diameter,,,,,,
EX,I1,I,3.8856,3.9355,4,Diameter,,,,,,
EX,I2,I,3.8856,3.9355,3.05,Diameter,,,,,,
EX,I3,I,3.8856,3.9355,2.45,Diameter,,,,,,
EX,VVS1,J,3.8856,3.9355,6.55,Diameter,,,,,,
EX,VVS2,J,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,J,3.8856,3.9355,6.55,Diameter,,,,,,
EX,VS2,J,3.8856,3.9355,6.55,Diameter,,,,,,
EX,SI1,J,3.8856,3.9355,5.8,Diameter,,,,,,
EX,SI2,J,3.8856,3.9355,5.1,Diameter,,,,,,
EX,SI3,J,3.8856,3.9355,4.3,Diameter,,,,,,
EX,I1,J,3.8856,3.9355,3.6,Diameter,,,,,,
EX,I2,J,3.8856,3.9355,2.75,Diameter,,,,,,
EX,I3,J,3.8856,3.9355,2.2,Diameter,,,,,,
EX,VVS1,K,3.8856,3.9355,6.55,Diameter,,,,,,
EX,VVS2,K,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,K,3.8856,3.9355,6.55,Diameter,,,,,,
EX,VS2,K,3.8856,3.9355,6.55,Diameter,,,,,,
EX,SI1,K,3.8856,3.9355,5.8,Diameter,,,,,,
EX,SI2,K,3.8856,3.9355,5.1,Diameter,,,,,,
EX,SI3,K,3.8856,3.9355,4.3,Diameter,,,,,,
EX,I1,K,3.8856,3.9355,3.6,Diameter,,,,,,
EX,I2,K,3.8856,3.9355,2.75,Diameter,,,,,,
EX,I3,K,3.8856,3.9355,2.2,Diameter,,,,,,
EX,VVS1,L,3.8856,3.9355,4.55,Diameter,,,,,,
EX,VVS2,L,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,L,3.8856,3.9355,4.55,Diameter,,,,,,
EX,VS2,L,3.8856,3.9355,4.55,Diameter,,,,,,
EX,SI1,L,3.8856,3.9355,4.05,Diameter,,,,,,
EX,SI2,L,3.8856,3.9355,3.7,Diameter,,,,,,
EX,SI3,L,3.8856,3.9355,3,Diameter,,,,,,
EX,I1,L,3.8856,3.9355,2.7,Diameter,,,,,,
EX,I2,L,3.8856,3.9355,1.9,Diameter,,,,,,
EX,I3,L,3.8856,3.9355,1.4,Diameter,,,,,,
EX,VVS1,M,3.8856,3.9355,4.55,Diameter,,,,,,
EX,VVS2,M,3.8856,3.9355,0.01,Diameter,,,,,,
EX,VS1,M,3.8856,3.9355,4.55,Diameter,,,,,,
EX,VS2,M,3.8856,3.9355,4.55,Diameter,,,,,,
EX,SI1,M,3.8856,3.9355,4.05,Diameter,,,,,,
EX,SI2,M,3.8856,3.9355,3.7,Diameter,,,,,,
EX,SI3,M,3.8856,3.9355,3,Diameter,,,,,,
EX,I1,M,3.8856,3.9355,2.7,Diameter,,,,,,
EX,I2,M,3.8856,3.9355,1.9,Diameter,,,,,,
EX,I3,M,3.8856,3.9355,1.4,Diameter,,,,,,
EX,VVS1,N,3.8856,3.9355,0,Diameter,,,,,,
EX,VVS2,N,3.8856,3.9355,0,Diameter,,,,,,
EX,VS1,N,3.8856,3.9355,0,Diameter,,,,,,
EX,VS2,N,3.8856,3.9355,0,Diameter,,,,,,
EX,SI1,N,3.8856,3.9355,0,Diameter,,,,,,
EX,SI2,N,3.8856,3.9355,0,Diameter,,,,,,
EX,SI3,N,3.8856,3.9355,0,Diameter,,,,,,
EX,I1,N,3.8856,3.9355,0,Diameter,,,,,,
EX,I2,N,3.8856,3.9355,0,Diameter,,,,,,
EX,I3,N,3.8856,3.9355,0,Diameter,,,,,,
EX,VVS1,D,3.9356,3.9855,13,Diameter,,,,,,
EX,VVS2,D,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,D,3.9356,3.9855,9.6,Diameter,,,,,,
EX,VS2,D,3.9356,3.9855,8.55,Diameter,,,,,,
EX,SI1,D,3.9356,3.9855,7.8,Diameter,,,,,,
EX,SI2,D,3.9356,3.9855,7.2,Diameter,,,,,,
EX,SI3,D,3.9356,3.9855,6.4,Diameter,,,,,,
EX,I1,D,3.9356,3.9855,5.3,Diameter,,,,,,
EX,I2,D,3.9356,3.9855,3.95,Diameter,,,,,,
EX,I3,D,3.9356,3.9855,2.9,Diameter,,,,,,
EX,VVS1,E,3.9356,3.9855,13,Diameter,,,,,,
EX,VVS2,E,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,E,3.9356,3.9855,9.6,Diameter,,,,,,
EX,VS2,E,3.9356,3.9855,8.55,Diameter,,,,,,
EX,SI1,E,3.9356,3.9855,7.8,Diameter,,,,,,
EX,SI2,E,3.9356,3.9855,7.2,Diameter,,,,,,
EX,SI3,E,3.9356,3.9855,6.4,Diameter,,,,,,
EX,I1,E,3.9356,3.9855,5.3,Diameter,,,,,,
EX,I2,E,3.9356,3.9855,3.95,Diameter,,,,,,
EX,I3,E,3.9356,3.9855,2.9,Diameter,,,,,,
EX,VVS1,F,3.9356,3.9855,11.5,Diameter,,,,,,
EX,VVS2,F,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,F,3.9356,3.9855,9,Diameter,,,,,,
EX,VS2,F,3.9356,3.9855,8.3,Diameter,,,,,,
EX,SI1,F,3.9356,3.9855,7.8,Diameter,,,,,,
EX,SI2,F,3.9356,3.9855,7.2,Diameter,,,,,,
EX,SI3,F,3.9356,3.9855,6.4,Diameter,,,,,,
EX,I1,F,3.9356,3.9855,5.3,Diameter,,,,,,
EX,I2,F,3.9356,3.9855,3.95,Diameter,,,,,,
EX,I3,F,3.9356,3.9855,2.9,Diameter,,,,,,
EX,VVS1,G,3.9356,3.9855,11.5,Diameter,,,,,,
EX,VVS2,G,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,G,3.9356,3.9855,9,Diameter,,,,,,
EX,VS2,G,3.9356,3.9855,8.3,Diameter,,,,,,
EX,SI1,G,3.9356,3.9855,7.8,Diameter,,,,,,
EX,SI2,G,3.9356,3.9855,7.2,Diameter,,,,,,
EX,SI3,G,3.9356,3.9855,6.4,Diameter,,,,,,
EX,I1,G,3.9356,3.9855,5.3,Diameter,,,,,,
EX,I2,G,3.9356,3.9855,3.95,Diameter,,,,,,
EX,I3,G,3.9356,3.9855,2.9,Diameter,,,,,,
EX,VVS1,H,3.9356,3.9855,8.8,Diameter,,,,,,
EX,VVS2,H,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,H,3.9356,3.9855,7.05,Diameter,,,,,,
EX,VS2,H,3.9356,3.9855,6.95,Diameter,,,,,,
EX,SI1,H,3.9356,3.9855,6.85,Diameter,,,,,,
EX,SI2,H,3.9356,3.9855,6.5,Diameter,,,,,,
EX,SI3,H,3.9356,3.9855,5.75,Diameter,,,,,,
EX,I1,H,3.9356,3.9855,4.75,Diameter,,,,,,
EX,I2,H,3.9356,3.9855,3.55,Diameter,,,,,,
EX,I3,H,3.9356,3.9855,2.6,Diameter,,,,,,
EX,VVS1,I,3.9356,3.9855,8.8,Diameter,,,,,,
EX,VVS2,I,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,I,3.9356,3.9855,7.05,Diameter,,,,,,
EX,VS2,I,3.9356,3.9855,6.95,Diameter,,,,,,
EX,SI1,I,3.9356,3.9855,6.85,Diameter,,,,,,
EX,SI2,I,3.9356,3.9855,6.5,Diameter,,,,,,
EX,SI3,I,3.9356,3.9855,5.75,Diameter,,,,,,
EX,I1,I,3.9356,3.9855,4.75,Diameter,,,,,,
EX,I2,I,3.9356,3.9855,3.55,Diameter,,,,,,
EX,I3,I,3.9356,3.9855,2.6,Diameter,,,,,,
EX,VVS1,J,3.9356,3.9855,7.7,Diameter,,,,,,
EX,VVS2,J,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,J,3.9356,3.9855,7.7,Diameter,,,,,,
EX,VS2,J,3.9356,3.9855,7.7,Diameter,,,,,,
EX,SI1,J,3.9356,3.9855,7.1,Diameter,,,,,,
EX,SI2,J,3.9356,3.9855,6.4,Diameter,,,,,,
EX,SI3,J,3.9356,3.9855,5.2,Diameter,,,,,,
EX,I1,J,3.9356,3.9855,4.3,Diameter,,,,,,
EX,I2,J,3.9356,3.9855,3.2,Diameter,,,,,,
EX,I3,J,3.9356,3.9855,2.35,Diameter,,,,,,
EX,VVS1,K,3.9356,3.9855,7.7,Diameter,,,,,,
EX,VVS2,K,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,K,3.9356,3.9855,7.7,Diameter,,,,,,
EX,VS2,K,3.9356,3.9855,7.7,Diameter,,,,,,
EX,SI1,K,3.9356,3.9855,7.1,Diameter,,,,,,
EX,SI2,K,3.9356,3.9855,6.4,Diameter,,,,,,
EX,SI3,K,3.9356,3.9855,5.2,Diameter,,,,,,
EX,I1,K,3.9356,3.9855,4.3,Diameter,,,,,,
EX,I2,K,3.9356,3.9855,3.2,Diameter,,,,,,
EX,I3,K,3.9356,3.9855,2.35,Diameter,,,,,,
EX,VVS1,L,3.9356,3.9855,5,Diameter,,,,,,
EX,VVS2,L,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,L,3.9356,3.9855,5,Diameter,,,,,,
EX,VS2,L,3.9356,3.9855,5,Diameter,,,,,,
EX,SI1,L,3.9356,3.9855,4.75,Diameter,,,,,,
EX,SI2,L,3.9356,3.9855,4.35,Diameter,,,,,,
EX,SI3,L,3.9356,3.9855,3.5,Diameter,,,,,,
EX,I1,L,3.9356,3.9855,3.1,Diameter,,,,,,
EX,I2,L,3.9356,3.9855,2.2,Diameter,,,,,,
EX,I3,L,3.9356,3.9855,1.65,Diameter,,,,,,
EX,VVS1,M,3.9356,3.9855,5,Diameter,,,,,,
EX,VVS2,M,3.9356,3.9855,0.01,Diameter,,,,,,
EX,VS1,M,3.9356,3.9855,5,Diameter,,,,,,
EX,VS2,M,3.9356,3.9855,5,Diameter,,,,,,
EX,SI1,M,3.9356,3.9855,4.75,Diameter,,,,,,
EX,SI2,M,3.9356,3.9855,4.35,Diameter,,,,,,
EX,SI3,M,3.9356,3.9855,3.5,Diameter,,,,,,
EX,I1,M,3.9356,3.9855,3.1,Diameter,,,,,,
EX,I2,M,3.9356,3.9855,2.2,Diameter,,,,,,
EX,I3,M,3.9356,3.9855,1.65,Diameter,,,,,,
EX,VVS1,N,3.9356,3.9855,0,Diameter,,,,,,
EX,VVS2,N,3.9356,3.9855,0,Diameter,,,,,,
EX,VS1,N,3.9356,3.9855,0,Diameter,,,,,,
EX,VS2,N,3.9356,3.9855,0,Diameter,,,,,,
EX,SI1,N,3.9356,3.9855,0,Diameter,,,,,,
EX,SI2,N,3.9356,3.9855,0,Diameter,,,,,,
EX,SI3,N,3.9356,3.9855,0,Diameter,,,,,,
EX,I1,N,3.9356,3.9855,0,Diameter,,,,,,
EX,I2,N,3.9356,3.9855,0,Diameter,,,,,,
EX,I3,N,3.9356,3.9855,0,Diameter,,,,,,
EX,VVS1,D,3.9856,4.0355,13.8,Diameter,,,,,,
EX,VVS2,D,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,D,3.9856,4.0355,10.35,Diameter,,,,,,
EX,VS2,D,3.9856,4.0355,8.55,Diameter,,,,,,
EX,SI1,D,3.9856,4.0355,7.8,Diameter,,,,,,
EX,SI2,D,3.9856,4.0355,7.2,Diameter,,,,,,
EX,SI3,D,3.9856,4.0355,6.4,Diameter,,,,,,
EX,I1,D,3.9856,4.0355,5.3,Diameter,,,,,,
EX,I2,D,3.9856,4.0355,3.95,Diameter,,,,,,
EX,I3,D,3.9856,4.0355,2.9,Diameter,,,,,,
EX,VVS1,E,3.9856,4.0355,13.8,Diameter,,,,,,
EX,VVS2,E,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,E,3.9856,4.0355,10.35,Diameter,,,,,,
EX,VS2,E,3.9856,4.0355,8.55,Diameter,,,,,,
EX,SI1,E,3.9856,4.0355,7.8,Diameter,,,,,,
EX,SI2,E,3.9856,4.0355,7.2,Diameter,,,,,,
EX,SI3,E,3.9856,4.0355,6.4,Diameter,,,,,,
EX,I1,E,3.9856,4.0355,5.3,Diameter,,,,,,
EX,I2,E,3.9856,4.0355,3.95,Diameter,,,,,,
EX,I3,E,3.9856,4.0355,2.9,Diameter,,,,,,
EX,VVS1,F,3.9856,4.0355,12,Diameter,,,,,,
EX,VVS2,F,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,F,3.9856,4.0355,9.5,Diameter,,,,,,
EX,VS2,F,3.9856,4.0355,8.3,Diameter,,,,,,
EX,SI1,F,3.9856,4.0355,7.8,Diameter,,,,,,
EX,SI2,F,3.9856,4.0355,7.2,Diameter,,,,,,
EX,SI3,F,3.9856,4.0355,6.4,Diameter,,,,,,
EX,I1,F,3.9856,4.0355,5.3,Diameter,,,,,,
EX,I2,F,3.9856,4.0355,3.95,Diameter,,,,,,
EX,I3,F,3.9856,4.0355,2.9,Diameter,,,,,,
EX,VVS1,G,3.9856,4.0355,12,Diameter,,,,,,
EX,VVS2,G,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,G,3.9856,4.0355,9.5,Diameter,,,,,,
EX,VS2,G,3.9856,4.0355,8.3,Diameter,,,,,,
EX,SI1,G,3.9856,4.0355,7.8,Diameter,,,,,,
EX,SI2,G,3.9856,4.0355,7.2,Diameter,,,,,,
EX,SI3,G,3.9856,4.0355,6.4,Diameter,,,,,,
EX,I1,G,3.9856,4.0355,5.3,Diameter,,,,,,
EX,I2,G,3.9856,4.0355,3.95,Diameter,,,,,,
EX,I3,G,3.9856,4.0355,2.9,Diameter,,,,,,
EX,VVS1,H,3.9856,4.0355,9,Diameter,,,,,,
EX,VVS2,H,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,H,3.9856,4.0355,7.2,Diameter,,,,,,
EX,VS2,H,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI1,H,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI2,H,3.9856,4.0355,6.5,Diameter,,,,,,
EX,SI3,H,3.9856,4.0355,5.75,Diameter,,,,,,
EX,I1,H,3.9856,4.0355,4.75,Diameter,,,,,,
EX,I2,H,3.9856,4.0355,3.55,Diameter,,,,,,
EX,I3,H,3.9856,4.0355,2.6,Diameter,,,,,,
EX,VVS1,I,3.9856,4.0355,9,Diameter,,,,,,
EX,VVS2,I,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,I,3.9856,4.0355,7.2,Diameter,,,,,,
EX,VS2,I,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI1,I,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI2,I,3.9856,4.0355,6.5,Diameter,,,,,,
EX,SI3,I,3.9856,4.0355,5.75,Diameter,,,,,,
EX,I1,I,3.9856,4.0355,4.75,Diameter,,,,,,
EX,I2,I,3.9856,4.0355,3.55,Diameter,,,,,,
EX,I3,I,3.9856,4.0355,2.6,Diameter,,,,,,
EX,VVS1,J,3.9856,4.0355,7.7,Diameter,,,,,,
EX,VVS2,J,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,J,3.9856,4.0355,7.7,Diameter,,,,,,
EX,VS2,J,3.9856,4.0355,7.7,Diameter,,,,,,
EX,SI1,J,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI2,J,3.9856,4.0355,6.4,Diameter,,,,,,
EX,SI3,J,3.9856,4.0355,5.2,Diameter,,,,,,
EX,I1,J,3.9856,4.0355,4.3,Diameter,,,,,,
EX,I2,J,3.9856,4.0355,3.2,Diameter,,,,,,
EX,I3,J,3.9856,4.0355,2.35,Diameter,,,,,,
EX,VVS1,K,3.9856,4.0355,7.7,Diameter,,,,,,
EX,VVS2,K,3.9856,4.0355,0.01,Diameter,,,,,,
EX,VS1,K,3.9856,4.0355,7.7,Diameter,,,,,,
EX,VS2,K,3.9856,4.0355,7.7,Diameter,,,,,,
EX,SI1,K,3.9856,4.0355,7.1,Diameter,,,,,,
EX,SI2,K,3.9856,4.0355,6.4,Diameter,,,,,,
EX,SI3,K,3.9856,4.0355,5.2,Diameter,,,,,,
EX,I1,K,3.9856,4.0355,4.3,Diameter,,,,,,
EX,I2,K,3.9856,4.0355,3.2,Diameter,,,,,,
EX,I3,K,3.9856,4.0355,2.35,Diameter,,,,,,
EX,VVS1,L,3.9856,4.0355,5,Diameter,,,,,,
