<Rules>,,,,,,,,,,,,
Colors,11,D,E,F,G,H,I,J,K,L,M,N
Clarities,10,VVS1,VVS2,VS1,VS2,SI1,SI2,SI3,I1,I2,I3,
EX,I3,D,2.9856,3.0355,2.5,Diameter,,,,,,
EX,VVS1,E,2.9856,3.0355,8,Diameter,,,,,,
EX,VVS2,E,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,E,2.9856,3.0355,6.4,Diameter,,,,,,
EX,VS2,E,2.9856,3.0355,5.9,Diameter,,,,,,
EX,SI1,E,2.9856,3.0355,5.55,Diameter,,,,,,
EX,SI2,E,2.9856,3.0355,4.7,Diameter,,,,,,
EX,SI3,E,2.9856,3.0355,4.25,Diameter,,,,,,
EX,I1,E,2.9856,3.0355,3.8,Diameter,,,,,,
EX,I2,E,2.9856,3.0355,3.1,Diameter,,,,,,
EX,I3,E,2.9856,3.0355,2.5,Diameter,,,,,,
EX,VVS1,F,2.9856,3.0355,7.5,Diameter,,,,,,
EX,VVS2,F,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,F,2.9856,3.0355,6,Diameter,,,,,,
EX,VS2,F,2.9856,3.0355,5.65,Diameter,,,,,,
EX,SI1,F,2.9856,3.0355,5.5,Diameter,,,,,,
EX,SI2,F,2.9856,3.0355,4.7,Diameter,,,,,,
EX,SI3,F,2.9856,3.0355,4.25,Diameter,,,,,,
EX,I1,F,2.9856,3.0355,3.8,Diameter,,,,,,
EX,I2,F,2.9856,3.0355,3,Diameter,,,,,,
EX,I3,F,2.9856,3.0355,2.5,Diameter,,,,,,
EX,VVS1,G,2.9856,3.0355,7.5,Diameter,,,,,,
EX,VVS2,G,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,G,2.9856,3.0355,6,Diameter,,,,,,
EX,VS2,G,2.9856,3.0355,5.65,Diameter,,,,,,
EX,SI1,G,2.9856,3.0355,5.5,Diameter,,,,,,
EX,SI2,G,2.9856,3.0355,4.7,Diameter,,,,,,
EX,SI3,G,2.9856,3.0355,4.25,Diameter,,,,,,
EX,I1,G,2.9856,3.0355,3.8,Diameter,,,,,,
EX,I2,G,2.9856,3.0355,3,Diameter,,,,,,
EX,I3,G,2.9856,3.0355,2.5,Diameter,,,,,,
EX,VVS1,H,2.9856,3.0355,6.25,Diameter,,,,,,
EX,VVS2,H,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,H,2.9856,3.0355,5,Diameter,,,,,,
EX,VS2,H,2.9856,3.0355,4.85,Diameter,,,,,,
EX,SI1,H,2.9856,3.0355,4.75,Diameter,,,,,,
EX,SI2,H,2.9856,3.0355,4.45,Diameter,,,,,,
EX,SI3,H,2.9856,3.0355,3.7,Diameter,,,,,,
EX,I1,H,2.9856,3.0355,3.15,Diameter,,,,,,
EX,I2,H,2.9856,3.0355,2.8,Diameter,,,,,,
EX,I3,H,2.9856,3.0355,2.25,Diameter,,,,,,
EX,VVS1,I,2.9856,3.0355,6.25,Diameter,,,,,,
EX,VVS2,I,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,I,2.9856,3.0355,5,Diameter,,,,,,
EX,VS2,I,2.9856,3.0355,4.85,Diameter,,,,,,
EX,SI1,I,2.9856,3.0355,4.75,Diameter,,,,,,
EX,SI2,I,2.9856,3.0355,4.45,Diameter,,,,,,
EX,SI3,I,2.9856,3.0355,3.7,Diameter,,,,,,
EX,I1,I,2.9856,3.0355,3.15,Diameter,,,,,,
EX,I2,I,2.9856,3.0355,2.8,Diameter,,,,,,
EX,I3,I,2.9856,3.0355,2.25,Diameter,,,,,,
EX,VVS1,J,2.9856,3.0355,5.25,Diameter,,,,,,
EX,VVS2,J,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,J,2.9856,3.0355,5.15,Diameter,,,,,,
EX,VS2,J,2.9856,3.0355,4.6,Diameter,,,,,,
EX,SI1,J,2.9856,3.0355,4.6,Diameter,,,,,,
EX,SI2,J,2.9856,3.0355,4,Diameter,,,,,,
EX,SI3,J,2.9856,3.0355,3.35,Diameter,,,,,,
EX,I1,J,2.9856,3.0355,2.9,Diameter,,,,,,
EX,I2,J,2.9856,3.0355,2.55,Diameter,,,,,,
EX,I3,J,2.9856,3.0355,2.05,Diameter,,,,,,
EX,VVS1,K,2.9856,3.0355,5.25,Diameter,,,,,,
EX,VVS2,K,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,K,2.9856,3.0355,5.15,Diameter,,,,,,
EX,VS2,K,2.9856,3.0355,4.6,Diameter,,,,,,
EX,SI1,K,2.9856,3.0355,4.6,Diameter,,,,,,
EX,SI2,K,2.9856,3.0355,4,Diameter,,,,,,
EX,SI3,K,2.9856,3.0355,3.35,Diameter,,,,,,
EX,I1,K,2.9856,3.0355,2.9,Diameter,,,,,,
EX,I2,K,2.9856,3.0355,2.55,Diameter,,,,,,
EX,I3,K,2.9856,3.0355,2.05,Diameter,,,,,,
EX,VVS1,L,2.9856,3.0355,3.5,Diameter,,,,,,
EX,VVS2,L,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,L,2.9856,3.0355,3.5,Diameter,,,,,,
EX,VS2,L,2.9856,3.0355,3.5,Diameter,,,,,,
EX,SI1,L,2.9856,3.0355,3.25,Diameter,,,,,,
EX,SI2,L,2.9856,3.0355,2.95,Diameter,,,,,,
EX,SI3,L,2.9856,3.0355,2.5,Diameter,,,,,,
EX,I1,L,2.9856,3.0355,2.3,Diameter,,,,,,
EX,I2,L,2.9856,3.0355,1.8,Diameter,,,,,,
EX,I3,L,2.9856,3.0355,1.3,Diameter,,,,,,
EX,VVS1,M,2.9856,3.0355,3.5,Diameter,,,,,,
EX,VVS2,M,2.9856,3.0355,0.01,Diameter,,,,,,
EX,VS1,M,2.9856,3.0355,3.5,Diameter,,,,,,
EX,VS2,M,2.9856,3.0355,3.5,Diameter,,,,,,
EX,SI1,M,2.9856,3.0355,3.25,Diameter,,,,,,
EX,SI2,M,2.9856,3.0355,2.95,Diameter,,,,,,
EX,SI3,M,2.9856,3.0355,2.5,Diameter,,,,,,
EX,I1,M,2.9856,3.0355,2.3,Diameter,,,,,,
EX,I2,M,2.9856,3.0355,1.8,Diameter,,,,,,
EX,I3,M,2.9856,3.0355,1.3,Diameter,,,,,,
EX,VVS1,N,2.9856,3.0355,0,Diameter,,,,,,
EX,VVS2,N,2.9856,3.0355,0,Diameter,,,,,,
EX,VS1,N,2.9856,3.0355,0,Diameter,,,,,,
EX,VS2,N,2.9856,3.0355,0,Diameter,,,,,,
EX,SI1,N,2.9856,3.0355,0,Diameter,,,,,,
EX,SI2,N,2.9856,3.0355,0,Diameter,,,,,,
EX,SI3,N,2.9856,3.0355,0,Diameter,,,,,,
EX,I1,N,2.9856,3.0355,0,Diameter,,,,,,
EX,I2,N,2.9856,3.0355,0,Diameter,,,,,,
EX,I3,N,2.9856,3.0355,0,Diameter,,,,,,
EX,VVS1,D,3.0356,3.0855,9.05,Diameter,,,,,,
EX,VVS2,D,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,D,3.0356,3.0855,7.25,Diameter,,,,,,
EX,VS2,D,3.0356,3.0855,6.1,Diameter,,,,,,
EX,SI1,D,3.0356,3.0855,5.6,Diameter,,,,,,
EX,SI2,D,3.0356,3.0855,4.7,Diameter,,,,,,
EX,SI3,D,3.0356,3.0855,4.25,Diameter,,,,,,
EX,I1,D,3.0356,3.0855,3.8,Diameter,,,,,,
EX,I2,D,3.0356,3.0855,3.1,Diameter,,,,,,
EX,I3,D,3.0356,3.0855,2.5,Diameter,,,,,,
EX,VVS1,E,3.0356,3.0855,9.05,Diameter,,,,,,
EX,VVS2,E,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,E,3.0356,3.0855,7.25,Diameter,,,,,,
EX,VS2,E,3.0356,3.0855,6.1,Diameter,,,,,,
EX,SI1,E,3.0356,3.0855,5.6,Diameter,,,,,,
EX,SI2,E,3.0356,3.0855,4.7,Diameter,,,,,,
EX,SI3,E,3.0356,3.0855,4.25,Diameter,,,,,,
EX,I1,E,3.0356,3.0855,3.8,Diameter,,,,,,
EX,I2,E,3.0356,3.0855,3.1,Diameter,,,,,,
EX,I3,E,3.0356,3.0855,2.5,Diameter,,,,,,
EX,VVS1,F,3.0356,3.0855,8,Diameter,,,,,,
EX,VVS2,F,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,F,3.0356,3.0855,6.5,Diameter,,,,,,
EX,VS2,F,3.0356,3.0855,6.1,Diameter,,,,,,
EX,SI1,F,3.0356,3.0855,5.5,Diameter,,,,,,
EX,SI2,F,3.0356,3.0855,4.7,Diameter,,,,,,
EX,SI3,F,3.0356,3.0855,4.25,Diameter,,,,,,
EX,I1,F,3.0356,3.0855,3.8,Diameter,,,,,,
EX,I2,F,3.0356,3.0855,3,Diameter,,,,,,
EX,I3,F,3.0356,3.0855,2.5,Diameter,,,,,,
EX,VVS1,G,3.0356,3.0855,8,Diameter,,,,,,
EX,VVS2,G,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,G,3.0356,3.0855,6.5,Diameter,,,,,,
EX,VS2,G,3.0356,3.0855,6.1,Diameter,,,,,,
EX,SI1,G,3.0356,3.0855,5.5,Diameter,,,,,,
EX,SI2,G,3.0356,3.0855,4.7,Diameter,,,,,,
EX,SI3,G,3.0356,3.0855,4.25,Diameter,,,,,,
EX,I1,G,3.0356,3.0855,3.8,Diameter,,,,,,
EX,I2,G,3.0356,3.0855,3,Diameter,,,,,,
EX,I3,G,3.0356,3.0855,2.5,Diameter,,,,,,
EX,VVS1,H,3.0356,3.0855,6.4,Diameter,,,,,,
EX,VVS2,H,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,H,3.0356,3.0855,5.1,Diameter,,,,,,
EX,VS2,H,3.0356,3.0855,4.95,Diameter,,,,,,
EX,SI1,H,3.0356,3.0855,4.85,Diameter,,,,,,
EX,SI2,H,3.0356,3.0855,4.45,Diameter,,,,,,
EX,SI3,H,3.0356,3.0855,3.7,Diameter,,,,,,
EX,I1,H,3.0356,3.0855,3.15,Diameter,,,,,,
EX,I2,H,3.0356,3.0855,2.8,Diameter,,,,,,
EX,I3,H,3.0356,3.0855,2.25,Diameter,,,,,,
EX,VVS1,I,3.0356,3.0855,6.4,Diameter,,,,,,
EX,VVS2,I,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,I,3.0356,3.0855,5.1,Diameter,,,,,,
EX,VS2,I,3.0356,3.0855,4.95,Diameter,,,,,,
EX,SI1,I,3.0356,3.0855,4.85,Diameter,,,,,,
EX,SI2,I,3.0356,3.0855,4.45,Diameter,,,,,,
EX,SI3,I,3.0356,3.0855,3.7,Diameter,,,,,,
EX,I1,I,3.0356,3.0855,3.15,Diameter,,,,,,
EX,I2,I,3.0356,3.0855,2.8,Diameter,,,,,,
EX,I3,I,3.0356,3.0855,2.25,Diameter,,,,,,
EX,VVS1,J,3.0356,3.0855,5.3,Diameter,,,,,,
EX,VVS2,J,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,J,3.0356,3.0855,5.2,Diameter,,,,,,
EX,VS2,J,3.0356,3.0855,4.95,Diameter,,,,,,
EX,SI1,J,3.0356,3.0855,4.6,Diameter,,,,,,
EX,SI2,J,3.0356,3.0855,4,Diameter,,,,,,
EX,SI3,J,3.0356,3.0855,3.35,Diameter,,,,,,
EX,I1,J,3.0356,3.0855,2.9,Diameter,,,,,,
EX,I2,J,3.0356,3.0855,2.55,Diameter,,,,,,
EX,I3,J,3.0356,3.0855,2.05,Diameter,,,,,,
EX,VVS1,K,3.0356,3.0855,5.3,Diameter,,,,,,
EX,VVS2,K,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,K,3.0356,3.0855,5.2,Diameter,,,,,,
EX,VS2,K,3.0356,3.0855,4.95,Diameter,,,,,,
EX,SI1,K,3.0356,3.0855,4.6,Diameter,,,,,,
EX,SI2,K,3.0356,3.0855,4,Diameter,,,,,,
EX,SI3,K,3.0356,3.0855,3.35,Diameter,,,,,,
EX,I1,K,3.0356,3.0855,2.9,Diameter,,,,,,
EX,I2,K,3.0356,3.0855,2.55,Diameter,,,,,,
EX,I3,K,3.0356,3.0855,2.05,Diameter,,,,,,
EX,VVS1,L,3.0356,3.0855,3.5,Diameter,,,,,,
EX,VVS2,L,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,L,3.0356,3.0855,3.5,Diameter,,,,,,
EX,VS2,L,3.0356,3.0855,3.5,Diameter,,,,,,
EX,SI1,L,3.0356,3.0855,3.25,Diameter,,,,,,
EX,SI2,L,3.0356,3.0855,2.95,Diameter,,,,,,
EX,SI3,L,3.0356,3.0855,2.5,Diameter,,,,,,
EX,I1,L,3.0356,3.0855,2.3,Diameter,,,,,,
EX,I2,L,3.0356,3.0855,1.8,Diameter,,,,,,
EX,I3,L,3.0356,3.0855,1.3,Diameter,,,,,,
EX,VVS1,M,3.0356,3.0855,3.5,Diameter,,,,,,
EX,VVS2,M,3.0356,3.0855,0.01,Diameter,,,,,,
EX,VS1,M,3.0356,3.0855,3.5,Diameter,,,,,,
EX,VS2,M,3.0356,3.0855,3.5,Diameter,,,,,,
EX,SI1,M,3.0356,3.0855,3.25,Diameter,,,,,,
EX,SI2,M,3.0356,3.0855,2.95,Diameter,,,,,,
EX,SI3,M,3.0356,3.0855,2.5,Diameter,,,,,,
EX,I1,M,3.0356,3.0855,2.3,Diameter,,,,,,
EX,I2,M,3.0356,3.0855,1.8,Diameter,,,,,,
EX,I3,M,3.0356,3.0855,1.3,Diameter,,,,,,
EX,VVS1,N,3.0356,3.0855,0,Diameter,,,,,,
EX,VVS2,N,3.0356,3.0855,0,Diameter,,,,,,
EX,VS1,N,3.0356,3.0855,0,Diameter,,,,,,
EX,VS2,N,3.0356,3.0855,0,Diameter,,,,,,
EX,SI1,N,3.0356,3.0855,0,Diameter,,,,,,
EX,SI2,N,3.0356,3.0855,0,Diameter,,,,,,
EX,SI3,N,3.0356,3.0855,0,Diameter,,,,,,
EX,I1,N,3.0356,3.0855,0,Diameter,,,,,,
EX,I2,N,3.0356,3.0855,0,Diameter,,,,,,
EX,I3,N,3.0356,3.0855,0,Diameter,,,,,,
EX,VVS1,D,3.0856,3.1355,9.05,Diameter,,,,,,
EX,VVS2,D,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,D,3.0856,3.1355,7.25,Diameter,,,,,,
EX,VS2,D,3.0856,3.1355,6.25,Diameter,,,,,,
EX,SI1,D,3.0856,3.1355,5.6,Diameter,,,,,,
EX,SI2,D,3.0856,3.1355,4.7,Diameter,,,,,,
EX,SI3,D,3.0856,3.1355,4.25,Diameter,,,,,,
EX,I1,D,3.0856,3.1355,3.8,Diameter,,,,,,
EX,I2,D,3.0856,3.1355,3.1,Diameter,,,,,,
EX,I3,D,3.0856,3.1355,2.5,Diameter,,,,,,
EX,VVS1,E,3.0856,3.1355,9.05,Diameter,,,,,,
EX,VVS2,E,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,E,3.0856,3.1355,7.25,Diameter,,,,,,
EX,VS2,E,3.0856,3.1355,6.25,Diameter,,,,,,
EX,SI1,E,3.0856,3.1355,5.6,Diameter,,,,,,
EX,SI2,E,3.0856,3.1355,4.7,Diameter,,,,,,
EX,SI3,E,3.0856,3.1355,4.25,Diameter,,,,,,
EX,I1,E,3.0856,3.1355,3.8,Diameter,,,,,,
EX,I2,E,3.0856,3.1355,3.1,Diameter,,,,,,
EX,I3,E,3.0856,3.1355,2.5,Diameter,,,,,,
EX,VVS1,F,3.0856,3.1355,8,Diameter,,,,,,
EX,VVS2,F,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,F,3.0856,3.1355,6.5,Diameter,,,,,,
EX,VS2,F,3.0856,3.1355,6.1,Diameter,,,,,,
EX,SI1,F,3.0856,3.1355,5.5,Diameter,,,,,,
EX,SI2,F,3.0856,3.1355,4.7,Diameter,,,,,,
EX,SI3,F,3.0856,3.1355,4.25,Diameter,,,,,,
EX,I1,F,3.0856,3.1355,3.8,Diameter,,,,,,
EX,I2,F,3.0856,3.1355,3,Diameter,,,,,,
EX,I3,F,3.0856,3.1355,2.5,Diameter,,,,,,
EX,VVS1,G,3.0856,3.1355,8,Diameter,,,,,,
EX,VVS2,G,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,G,3.0856,3.1355,6.5,Diameter,,,,,,
EX,VS2,G,3.0856,3.1355,6.1,Diameter,,,,,,
EX,SI1,G,3.0856,3.1355,5.5,Diameter,,,,,,
EX,SI2,G,3.0856,3.1355,4.7,Diameter,,,,,,
EX,SI3,G,3.0856,3.1355,4.25,Diameter,,,,,,
EX,I1,G,3.0856,3.1355,3.8,Diameter,,,,,,
EX,I2,G,3.0856,3.1355,3,Diameter,,,,,,
EX,I3,G,3.0856,3.1355,2.5,Diameter,,,,,,
EX,VVS1,H,3.0856,3.1355,6.65,Diameter,,,,,,
EX,VVS2,H,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,H,3.0856,3.1355,5.3,Diameter,,,,,,
EX,VS2,H,3.0856,3.1355,5.15,Diameter,,,,,,
EX,SI1,H,3.0856,3.1355,5.05,Diameter,,,,,,
EX,SI2,H,3.0856,3.1355,4.45,Diameter,,,,,,
EX,SI3,H,3.0856,3.1355,3.7,Diameter,,,,,,
EX,I1,H,3.0856,3.1355,3.15,Diameter,,,,,,
EX,I2,H,3.0856,3.1355,2.8,Diameter,,,,,,
EX,I3,H,3.0856,3.1355,2.25,Diameter,,,,,,
EX,VVS1,I,3.0856,3.1355,6.65,Diameter,,,,,,
EX,VVS2,I,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,I,3.0856,3.1355,5.3,Diameter,,,,,,
EX,VS2,I,3.0856,3.1355,5.15,Diameter,,,,,,
EX,SI1,I,3.0856,3.1355,5.05,Diameter,,,,,,
EX,SI2,I,3.0856,3.1355,4.45,Diameter,,,,,,
EX,SI3,I,3.0856,3.1355,3.7,Diameter,,,,,,
EX,I1,I,3.0856,3.1355,3.15,Diameter,,,,,,
EX,I2,I,3.0856,3.1355,2.8,Diameter,,,,,,
EX,I3,I,3.0856,3.1355,2.25,Diameter,,,,,,
EX,VVS1,J,3.0856,3.1355,5.3,Diameter,,,,,,
EX,VVS2,J,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,J,3.0856,3.1355,5.2,Diameter,,,,,,
EX,VS2,J,3.0856,3.1355,4.95,Diameter,,,,,,
EX,SI1,J,3.0856,3.1355,4.6,Diameter,,,,,,
EX,SI2,J,3.0856,3.1355,4,Diameter,,,,,,
EX,SI3,J,3.0856,3.1355,3.35,Diameter,,,,,,
EX,I1,J,3.0856,3.1355,2.9,Diameter,,,,,,
EX,I2,J,3.0856,3.1355,2.55,Diameter,,,,,,
EX,I3,J,3.0856,3.1355,2.05,Diameter,,,,,,
EX,VVS1,K,3.0856,3.1355,5.3,Diameter,,,,,,
EX,VVS2,K,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,K,3.0856,3.1355,5.2,Diameter,,,,,,
EX,VS2,K,3.0856,3.1355,4.95,Diameter,,,,,,
EX,SI1,K,3.0856,3.1355,4.6,Diameter,,,,,,
EX,SI2,K,3.0856,3.1355,4,Diameter,,,,,,
EX,SI3,K,3.0856,3.1355,3.35,Diameter,,,,,,
EX,I1,K,3.0856,3.1355,2.9,Diameter,,,,,,
EX,I2,K,3.0856,3.1355,2.55,Diameter,,,,,,
EX,I3,K,3.0856,3.1355,2.05,Diameter,,,,,,
EX,VVS1,L,3.0856,3.1355,3.5,Diameter,,,,,,
EX,VVS2,L,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,L,3.0856,3.1355,3.5,Diameter,,,,,,
EX,VS2,L,3.0856,3.1355,3.5,Diameter,,,,,,
EX,SI1,L,3.0856,3.1355,3.25,Diameter,,,,,,
EX,SI2,L,3.0856,3.1355,2.95,Diameter,,,,,,
EX,SI3,L,3.0856,3.1355,2.5,Diameter,,,,,,
EX,I1,L,3.0856,3.1355,2.3,Diameter,,,,,,
EX,I2,L,3.0856,3.1355,1.8,Diameter,,,,,,
EX,I3,L,3.0856,3.1355,1.3,Diameter,,,,,,
EX,VVS1,M,3.0856,3.1355,3.5,Diameter,,,,,,
EX,VVS2,M,3.0856,3.1355,0.01,Diameter,,,,,,
EX,VS1,M,3.0856,3.1355,3.5,Diameter,,,,,,
EX,VS2,M,3.0856,3.1355,3.5,Diameter,,,,,,
EX,SI1,M,3.0856,3.1355,3.25,Diameter,,,,,,
EX,SI2,M,3.0856,3.1355,2.95,Diameter,,,,,,
EX,SI3,M,3.0856,3.1355,2.5,Diameter,,,,,,
EX,I1,M,3.0856,3.1355,2.3,Diameter,,,,,,
EX,I2,M,3.0856,3.1355,1.8,Diameter,,,,,,
EX,I3,M,3.0856,3.1355,1.3,Diameter,,,,,,
EX,VVS1,N,3.0856,3.1355,0,Diameter,,,,,,
EX,VVS2,N,3.0856,3.1355,0,Diameter,,,,,,
EX,VS1,N,3.0856,3.1355,0,Diameter,,,,,,
EX,VS2,N,3.0856,3.1355,0,Diameter,,,,,,
EX,SI1,N,3.0856,3.1355,0,Diameter,,,,,,
EX,SI2,N,3.0856,3.1355,0,Diameter,,,,,,
EX,SI3,N,3.0856,3.1355,0,Diameter,,,,,,
EX,I1,N,3.0856,3.1355,0,Diameter,,,,,,
EX,I2,N,3.0856,3.1355,0,Diameter,,,,,,
EX,I3,N,3.0856,3.1355,0,Diameter,,,,,,
EX,VVS1,D,3.1356,3.1855,9.05,Diameter,,,,,,
EX,VVS2,D,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,D,3.1356,3.1855,7.25,Diameter,,,,,,
EX,VS2,D,3.1356,3.1855,6.25,Diameter,,,,,,
EX,SI1,D,3.1356,3.1855,5.6,Diameter,,,,,,
EX,SI2,D,3.1356,3.1855,4.7,Diameter,,,,,,
EX,SI3,D,3.1356,3.1855,4.25,Diameter,,,,,,
EX,I1,D,3.1356,3.1855,3.8,Diameter,,,,,,
EX,I2,D,3.1356,3.1855,3.1,Diameter,,,,,,
EX,I3,D,3.1356,3.1855,2.5,Diameter,,,,,,
EX,VVS1,E,3.1356,3.1855,9.05,Diameter,,,,,,
EX,VVS2,E,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,E,3.1356,3.1855,7.25,Diameter,,,,,,
EX,VS2,E,3.1356,3.1855,6.25,Diameter,,,,,,
EX,SI1,E,3.1356,3.1855,5.6,Diameter,,,,,,
EX,SI2,E,3.1356,3.1855,4.7,Diameter,,,,,,
EX,SI3,E,3.1356,3.1855,4.25,Diameter,,,,,,
EX,I1,E,3.1356,3.1855,3.8,Diameter,,,,,,
EX,I2,E,3.1356,3.1855,3.1,Diameter,,,,,,
EX,I3,E,3.1356,3.1855,2.5,Diameter,,,,,,
EX,VVS1,F,3.1356,3.1855,8,Diameter,,,,,,
EX,VVS2,F,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,F,3.1356,3.1855,6.5,Diameter,,,,,,
EX,VS2,F,3.1356,3.1855,6.1,Diameter,,,,,,
EX,SI1,F,3.1356,3.1855,5.5,Diameter,,,,,,
EX,SI2,F,3.1356,3.1855,4.7,Diameter,,,,,,
EX,SI3,F,3.1356,3.1855,4.25,Diameter,,,,,,
EX,I1,F,3.1356,3.1855,3.8,Diameter,,,,,,
EX,I2,F,3.1356,3.1855,3,Diameter,,,,,,
EX,I3,F,3.1356,3.1855,2.5,Diameter,,,,,,
EX,VVS1,G,3.1356,3.1855,8,Diameter,,,,,,
EX,VVS2,G,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,G,3.1356,3.1855,6.5,Diameter,,,,,,
EX,VS2,G,3.1356,3.1855,6.1,Diameter,,,,,,
EX,SI1,G,3.1356,3.1855,5.5,Diameter,,,,,,
EX,SI2,G,3.1356,3.1855,4.7,Diameter,,,,,,
EX,SI3,G,3.1356,3.1855,4.25,Diameter,,,,,,
EX,I1,G,3.1356,3.1855,3.8,Diameter,,,,,,
EX,I2,G,3.1356,3.1855,3,Diameter,,,,,,
EX,I3,G,3.1356,3.1855,2.5,Diameter,,,,,,
EX,VVS1,H,3.1356,3.1855,6.65,Diameter,,,,,,
EX,VVS2,H,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,H,3.1356,3.1855,5.3,Diameter,,,,,,
EX,VS2,H,3.1356,3.1855,5.15,Diameter,,,,,,
EX,SI1,H,3.1356,3.1855,5.05,Diameter,,,,,,
EX,SI2,H,3.1356,3.1855,4.45,Diameter,,,,,,
EX,SI3,H,3.1356,3.1855,3.7,Diameter,,,,,,
EX,I1,H,3.1356,3.1855,3.15,Diameter,,,,,,
EX,I2,H,3.1356,3.1855,2.8,Diameter,,,,,,
EX,I3,H,3.1356,3.1855,2.25,Diameter,,,,,,
EX,VVS1,I,3.1356,3.1855,6.65,Diameter,,,,,,
EX,VVS2,I,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,I,3.1356,3.1855,5.3,Diameter,,,,,,
EX,VS2,I,3.1356,3.1855,5.15,Diameter,,,,,,
EX,SI1,I,3.1356,3.1855,5.05,Diameter,,,,,,
EX,SI2,I,3.1356,3.1855,4.45,Diameter,,,,,,
EX,SI3,I,3.1356,3.1855,3.7,Diameter,,,,,,
EX,I1,I,3.1356,3.1855,3.15,Diameter,,,,,,
EX,I2,I,3.1356,3.1855,2.8,Diameter,,,,,,
EX,I3,I,3.1356,3.1855,2.25,Diameter,,,,,,
EX,VVS1,J,3.1356,3.1855,5.3,Diameter,,,,,,
EX,VVS2,J,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,J,3.1356,3.1855,5.15,Diameter,,,,,,
EX,VS2,J,3.1356,3.1855,4.95,Diameter,,,,,,
EX,SI1,J,3.1356,3.1855,4.6,Diameter,,,,,,
EX,SI2,J,3.1356,3.1855,4,Diameter,,,,,,
EX,SI3,J,3.1356,3.1855,3.35,Diameter,,,,,,
EX,I1,J,3.1356,3.1855,2.9,Diameter,,,,,,
EX,I2,J,3.1356,3.1855,2.55,Diameter,,,,,,
EX,I3,J,3.1356,3.1855,2.05,Diameter,,,,,,
EX,VVS1,K,3.1356,3.1855,5.3,Diameter,,,,,,
EX,VVS2,K,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,K,3.1356,3.1855,5.15,Diameter,,,,,,
EX,VS2,K,3.1356,3.1855,4.95,Diameter,,,,,,
EX,SI1,K,3.1356,3.1855,4.6,Diameter,,,,,,
EX,SI2,K,3.1356,3.1855,4,Diameter,,,,,,
EX,SI3,K,3.1356,3.1855,3.35,Diameter,,,,,,
EX,I1,K,3.1356,3.1855,2.9,Diameter,,,,,,
EX,I2,K,3.1356,3.1855,2.55,Diameter,,,,,,
EX,I3,K,3.1356,3.1855,2.05,Diameter,,,,,,
EX,VVS1,L,3.1356,3.1855,3.5,Diameter,,,,,,
EX,VVS2,L,3.1356,3.1855,0.01,Diameter,,,,,,
EX,VS1,L,3.1356,3.1855,3.5,Diameter,,,,,,
EX,VS2,L,3.1356,3.1855,3.5,Diameter,,,,,,
EX,SI1,L,3.1356,3.1855,3.25,Diameter,,,,,,
EX,SI2,L,3.1356,3.1855,2.95,Diameter,,,,,,
EX,SI3,L,3.1356,3.1855,2.5,Diameter,,,,,,
EX,I1,L,3.1356,3.1855,2.3,Diameter,,,,,,
EX,I2,L,3.1356,3.1855,1.8,Diameter,,,,,,
EX,I3,L,3.1356,3.1855,1.3,Diameter,,,,,,
EX,VVS1,M,3.1356,3.1855,3.5,Diameter,,,,,,
EX,VVS2,M,3.1356,3.1855,0.01,Diameter,,,,,,
